content,score
bagus game nya dari segi grafik efek dan gameplay tapi rate buat dapetin skin di gacha kecil banget tapi dari segi game lumayan lah,5
tolong banget nih ya buat moonton kenapa setiap kali update saya harus mendownload data ulang Tolong di perbaiki,5
"Game ini sekarang sering banget lag padahal jaringan bagus,,,dan yang ke dua tiap main itu di kasih tim yang mainya gak bnr jadi susah naiknya Jadi gmna nih monton kedepannya ada saran kah Makin ke sini makin banyak bug",1
"udah susah susah bagiin link ke temen, gw kira bisa dapet skin gitu dari event nya malah dapet 1 magic dust. kikir banget ini game (GAME RUSAK)",1
"udh beberapa reset season ini ntah knp sulit sekali, buat main padahal tim udh bagus tapi seperti knk dark sistem trs, gk pernah bagus, udh mau menang tiba'' kalah, yg terkadang tim nya tidak seimbang, trkadang musuh terllu kuat, tolong lah kasih yg seimbang gtu antara tim sama musuh biar enk sama'' war nya",4
"Jangan download game ini, jika tidak ingin stress pemilihan teman dan lawan saat bermain solo tidak seimbang, termasuk rank lwan dan tim kita. Glory ktmu tim honor glory sedangkan musuh full glory, saran jika ingin Game ini lbih bagus perbaiki sistem rank saat bermain.",1
"Kalau orang yang baru main ML, gamenya pelit bgt nyari BP susahnya setengah mati buat unlock Hero, gmn mau dpt player baru kalau sistemnya kaya gini, HOK friendly buat player baru dpt Hero gampang jadi banyak alternatif Hero. ML udh sampai Legend yg udh kebuka cuma total 10 Hero doang semuanya Hero Trial 3 Hari buat apa coba, emang mastering butuh 3 hari doang trs ngumpul BP bisa berapa Match?. Semoga ML makin sepi karena pelit pindah ke game lain.",1
semakin di update semakin jelek jaringan suka hilang padahal data gua jaringan ya bagus tapi ngeleg sendiri di game ya,2
buat montoon untuk para dark sistem di ban aja akun nya setiap main solo mustahil menang tolong untuk monton para player player dark sistem di ban aja akun nya,1
"Untuk pihak Moonton, saya merasa dicurangi di match ranked solo karena memberikan matchmaking yang tidak layak lawan diberikan yang sudah berpengalaman bahkan ranked teratas, sedangkan saya diberi tim dengan player yang skill nya masih sekelas junior seperti saya saya sangat kecewa, terima kasih!",1
"game nya sngt bagus tapi disayangkan , kalau mau naik 1 bintang lagi pasti dikasih kalah , plis lah montoon kalau mau naik 1 bintang gausah dikasi kalah sy sdh cape baru main mannag trs kalah lagi menang kalah lagi percuma sj saya top up banyak bnyk di game ini kalau sistem nya saja masih kyk begini , jadi tolong diperbaiki sistem nya agar player tidak kecewa",1
"Kasih tim yang bener...jngn seenaknya..yg begini yg membuat para player pada gk betah...player lebih butuh matching di perbaiki dripada dikasi skin2 yg ga smua player bisa pake hero2 itu,.",1
Tiba-tiba macet 3 kali restart masih giliran game udah kelar langsung lancar kena repot pula aduh makin males main,1
"pantesan semakin kesini ratingnya semakin kecil peminatnya berkurang. sistem permainannya jelek bgt, buat dapetin 1 bintang aja harus ngorbanin 3 bintang tujuannya agar mainnya makin lama agar cuannya dpt gede. sepintar-pintarnya main kalau gk top-upnya gede pasti dapet timnya yg jelek, sebodoh-bodohnya main kalau top-upnya gede pasti dpt timnya bagus (marketing yg licik)",1
klo gemnya bagus cuma pas di coba yh bagus mantap banget saya jadi suka sama ml ini mantap pas saya di loginkan ternyata mantap☺️😁😁,5
"Game buruk burik kalo main solo/ squad ngasih musuh yang setara lah jangan asal kasih musuh montoon gua dari dulu capek dikasih tim yang GK setara.dikiranya gua pro player dikasih musuh yang sulit kah montonn??!!! Udh mendingan jangan main ml, main ml bikin kepala makin stress,cape tau mikirin rank,musuh,draft pick,dan para anomali di ml.mendingan gua pensi aja main ml pindah game yang permainannya gak bikin stres dari pada ""MOBILE LEGENDS: BANG BANG!!"".",1
"Game apa ini? Dark system makin banyak, ngasih musuh nggak wajar, ngasih tim juga nggak wajar, ngasih lose streak nggak wajar, gimana pemainnya nggak pindah game, game nya aja kayak gini, gw mau glory ada aja cobaannya moonton, ngotak dikit lah, kasih winstreak knp?, ini yg dikasih dark system terus, gimana game lu ngga di kasih bintang 1,game apa lah ini",1
"gimana sih magic case tambah gak jelas, cobalah gak usah di tambahin aplikasi nya jadi ribet enak lu kaya kami cuma player hp kami kagak bagus , dan kami main ml ini dari lama tambah lama tambah tolol aja ini pembuatan nya kami miskin bang hp ram besar susah kalau mau kami beli buat beli hp satu aja butuh kerja keras",1
plis banget monton plis Ben akun yg ngechet jaringan sama map hek sama cet demek tolong Ben akun semua yg ngechet plis sama jangan membuat player putus tasi ngasi dark sistem ny berlebihan plis banget y.,2
"Bagus, cuma aku harap semoga ML bisa diperbaiki lagi, kalau misal jaringan nya lagi nggak baik baik aja, kata saya lebih baik langsung keluar daripada, menyambunkan ulang, apalagi suka eror dan lag, padahal yg salah montonnya tapi malah yang dikasih sanksi player nya, jadi mohon perbaikannya ya aku tunggu!!!",4
"moonton,kenapa saya selalu di beri tim yang buruk,saya sudah punya tim bagus tapi selalu ada saja yang feed dan saya juga bermain bagus tidak feed tidak afk,atau biasanya ada juga yang afk,masuk turret musuh,recal di dalam base,recal saat hp penuh,berkata kasar, menggangu saat saya sedang buff,dan yang membuat saya kesal adalah jaringan yang membuat permainan menjadi tidak menyenangkan karena itu memperlambat game saya dan memperburuk keadaan gamenya,saya pernah afk karena itu.fu*k you moonton",1
"Untuk UPDATE CS Service 2024-2025 kali ini saya merasa jengkel , bagaimana tidak saya telah melaporkan player yang benar-benar melakukan kesalahan ketika saya bermain player tersebut mengganggu permainan saya dengan skill khusus dan saya melaporkan kepada CS Service karena kelakuan player tersebut, namun apa hasilnya? Justru tanggapan yg di berikan kepada saya "" player tersebut tidak MELAKUKAN kesalahan"" Dari sini saya akan memberikan rating B1 terimakasih ML.!!",1
"game taik, banyak dark sistem, playernya sengaja diisi dark sistem, ga perna naik"" di rank, bukanya seru mainnya Tpi membosankan,",1
game yang bagus sekali! namun tolong untuk tidak memberikan saya DARK SYSTEM saat bermain mode rank tapi sangat fantastic btw lebih banyakin skin gratis yap kalau bisa kasih w odette ntar tak kasihin rating infinity emwa sayaaang muntun,5
game nya sering lost connection padahal jaringan bagus terus relog 5 kali gak bisa juga terus ujung2nya afk gaje bgt sering lost connection,2
"Matching dengan team yang tidak sepadan, banyaknya bug dalam game, lawan dan team yang tidak seimbang, gacha yang selalu jelek",1
"Game rusak. Mentang"" Win streak 5 kali abis itu dikasih timnya bot lawannya jago semua, ya pasti kalah lah, emg knp sih klo menang terus. Dasar game rusak, lama"" banyak yg uninstall game ini !!!!!!",1
Kenapa event m6 sudah di hapus sedangkan saya belum memilih box m6 saya sudah top up diamond banyak . sampah game sampah game seperti harus di boikot sudah pelit ditambah player harus di buat kecewa berkali-kali dengan event dan system game Lu semua kalo baca komentar gue mending pilih saja game HONOR OF KING ATAU MOBA BESAR LAINNYA game ini dari dulu mengecewakan Jujur saya menyesal selalu bermain dan top di game sampah ini ... Gak usah lu top up di skin starlight vale juga Habis uang kalian,1
game kikir perbaiki bug jaringan nya jgn colab skin t sekali-kali pikirin playernya bug jaringan dari dulu ga di perbaiki,1
"Semenjak update terbaru gamenya jadi banyak bug,jaringan saya bagus tapi saat in game ping jumping tidak karuan yang sebenarnya 58ms menjadi 250 ms dan ketika saya ingin memberi tau tim bahwa ping saya tinggi yang terlihat malah ping yang 58ms bug ya parah banyak teman teman saya yang seperti itu ada yang pingnya bagus tapi saat in game tiba tiba lag,saya mohon pihak moonton menanggapi masalh ibi dngan serius bukannya tambah baik setelah update tapi nyatanya tidak",1
"Terlalu banyak player dark sistem, yang bot,tolol,kroco,beban tim dll. Kalo ktmu player kayak gini Mending pindah Ep epppppppppp",3
"Dear Tim Dev Monoton, gamenya sudah bagus, tapi settingan grafik ""tinggi"" dan ""ultra"" kenapa tidak ada bedanya dan malah seperti downgrade dari sebelumnya. Tolong ya diperbaiki lagi. Terima kasih.",4
stiap milih menu lain kembali ke awal sedang milih Hero kembali ke awal jadi gak dpt bermain mau masuk rak kembali lagi ke awal semua sendirinya,1
"banyak darksytemnya, cobalah setiap player match, diberikan tim yang sepadan juga. bukan malah ngasi tim Bot aneh",1
"Tolong ya bug jaringan nya dibenerin, dari tadi main lancar² aja pas mau end tiba² jaringan merah trus padahal udah ganti jaringan tetep aja sama, pas udah coba relog malah stuck di 97% tolong ya benerin lagi",1
"Disini mau nyari hiburan malah lostrek Mulu bosok-bosok,selalunya ketemu tim yang gak berguna, musuh nya jago jago,pesan buat monton monton kasih oe menang Lo,setiap hari oe kalah -kalah TERUSSSS",1
"Semenjak pembaharuan terus makin gk nyaman mainin nya , sering lah padahal jaringan bagus , terus juga kalo kita lagi main ada yg telpon pas angkat telpon tekeluar pas masuk kembali login lgi dari awal , gk kayak pertamanya , masuk langsung lanjut pertandingan , tolong perbaiki lagi , biar kami nyaman mainin nya , terimakasih",2
overall ini game udh bagus hanya saja saat bermain offline aku melihat teman ku visa memainkan mode pelatihan ai namun saat aku ingin memainkan itu di mode offline itu tidak bisa jadi tolong moonton untuk menyediakan mode pelatihan ai untuk semua perangkat meskipun mendownload data terlebih dahulu itu bukan masalah asalkan mode pelatihan ai bisa dimainkan di seluruh perangkat,2
"Game tolol ngasih tim gak pernah bener.maen 10 kali dikasih menang cuma sekali itupun hoki karna musuh buta map.saran gua ya sering² lah kasih musuh yang mainnya kurang kompak atau yang jaringannya buruk,biar gak pada bosen,jangan cuma karna pengen skin gratisan mereka pada maen tanpa adanya niat maen yang pada akhirnya nyusahin tim. #deritaplayersolo",1
"isinya dark sistem benerin lagi tuh game, pelit gk ada seru serunya selalu lose streak yg ada nambah dosa jangan download",1
"Min dari season kemarin kok banyak akun dark sistem ya?, dikondisikan lah player yang baru install mlbb sama player yang udah lama, yaa gw tau epik-legend itu tier yang masih terbilang rendah tapi ya minimal ketemu akun yg levelnya udah 40 an keatas+udah nyentuh (minimal) honor kek, lah inimah ketemu akun level 10. Kalo sekali dua kali ya maklum lah, inimah sampe naik turun legend 3 gw woilah moonton😭. Tolonglah jangan dicampur player baru sama player old, meresahkan banget ancrit😭",2
"Game udah bertahun-tahun tapi tetap dark sistem, game sumpah gak akan main game ini lagi, top up rutin memang game binatang.",1
dear game .kami harap untuk kestabilan dalam game harus mempertimbangkan cooldown dari hero nya . Say kasih contoh hero granger . Hero tersebut membuat ketidak stabilan karna hero tsb memiliki cooldown skil yang sangat singkat yaitu 1 detik. Bahkan bisa terbilang hero tersebut tidak memiliki cooldown dalam penggunaan skill nya . Kami harap perusahaan game bisa men nerf kembali / merevam kebali perihal tsb . Demi kenyamanan dalam bermain game,2
"sekarang sering crash dan lag parah, padahal hp saya tidak kentang2 amat infinix gt 10 pro, sinyal pake wifi masak setiap Teamfight hp serasa mesin pencukur, padahal game2 berat lainnya gak kaya gini, game sebelah aja stabil",1
"Sekarang entah kenapa sinyal ku udah gak macet/lag² lagi kayak dulu, padahal hp nya sama, baguslah untuk sekarang",5
Gem nya bagus tapi yang bikin saya gak terlalu suka karana di jaringannya padahal di tepat saya jaringan nya bagus dan lancar tapi saat bermain mlbb tiba² jadi tidak stabil kadang bagus kadang buruk pas dilihat emg bagus jaringan nya tapi pas di tap tiba² jadi buruk.,3
"Sangat ada permasalahan untuk bagian event mlbb pada phese ke 2 , banyak sekali player² yg rugi atas bug/kesengajaan event MLBB NOLAN 11.11 , mohon segera di perbaiki, Banyak player mengeluh karna bug, dan banyak jg yg akan berhenti dengan game MLBB ini karna banyak org yg kecewa, mohon respon 🙏🏻",1
"Udah ngasi tim gw gak seimbang, jaringan patah patah.bug layar gak bisa disentu,harus login ulang biar lanjut maen. Sinyal bagus tiba tiba baru mulai game merah dan gak bisa gerak.cape banget mental gw hancur ditamba bintang gw turun.muntun tulunglaaahhhhhhhh.sekian dari saya trimagaji.",1
"Semenjak update semakin sering terjadi jumping di ping nya saat bermain, saya udah gunakan data + wifi pun sama saja, koneksi internet saya stabil saya coba buka apk lain kenceng tida ada kendala tetapi di mobile legend sering terjadi lag saat bermain",4
main ini game cuma buat nenangin diri eh nyata nya apa? bukan hiburan yang didapat malah tekanan. kalo ngasih tim atau musuh yang seimbang lah kita solo player kesusahan main ini game buat ngilangin stres malah bikin stres aja,1
"Alasan gw kasih bintang empat karena game ini tuh ngeselin banget 😅,soalnya selalu aja ketemu musuh yang kuat² :( dan juga suka terjadi bug :/pls deh moonton tolong ubah lagi gamenya menjadi lebih baik dan adil :) capek setiap hari lose strak Mulu sampai hasil pertandingan jadi full coklat/silver😖, tapi walau sering lose streak Mulu aku tetap suka SMA game nya karena menurut ku seru aja bisa menghibur apa lagi kalau menang terus mvp..tolong ya.. perbarui game ini lebih bagus lagi :D",4
Makin lama makin malas gua mau main ini aplikasi pembagian tim gak sesuai yang solo stres mainnya ini kalo gada pembaruan juga dri pembagian tim tidak menutup kemungkinan orang pada pindah ke game yang sebelah soalnya pembagian tim gak pernah merata jelek banget,1
game ny gabener masa setiap main ketemu drak sistem udh drak sistem ga cuman 1x atau 2x jaringany juga ni tolong di perbaiki terus juga team ny juga kasih yang bener² dewasa ga egois cape ketemu tim drak sistem mulu tolong perbaiki masa setiap main ketemu tim mawi semua sedangkan musuh ny glory apa ini yang di maksud tipu daya monton? tolong perbaiki jangan cuman skin doang yang di update jaringan juga tim ny jga klo bs yang drak sistem jgn di suruh main ml nyusahin tim,1
"kenapa belakangan ini kok sering lag, jaringan merah di dalam game, padahal jaringan seluler baik baik saja.",1
"Kepada moonton tolong moonton tolong di perhatikan sistem nya!!!!!! Akhir"" ini saya mengalami frezee pada game anda tapi hp saya atau device saya ini baik"" aja lancar aja atas frezzeee pada game anda saya mengalami kekalahan yang mengakibatkan bintang saya hilang kembalikan bintang saya,saya naikin nya aja susah turun nya kok gampang banget tinggal frezzeee relog game posisi udah kalah gitu tolong perbaiki semoga pesan saya tersampaikan game anda perbaiki sistemnya denger kagkk!!!!!!!!!!!!!!",1
"Tolong lah sistem Matchmakingnya di perbaiki, saya bermain seharian hanya untuk kehilangan 3 bintang karena bertemu dengan Player Player yg ""kurang kepahamannya"". Jangan sampai akibat game ini saya stress. Tolong lah Moonton.",1
"Parah banget sekarang. Tiap main ketemu player trol sama dark system. Benerin dong biar ga kayak gini. Masa iya yang serius main malah di bikin lose Mulu. Cape"" push eh malah dapet team aneh. Tolong dong tolong pilah"" lagi kalo mau match. Yang kiranya suka trol jangan kasih lolos. Lama"" sepi ini game kalo gini Mulu. Tolong juga supaya epic ga bisa main sama mythic. Biar ga ngawur. Dah sekian semoga direspon.",2
"selalu dapat tim drak sistem, musuh spek mcl. tolong di perbaiki sistem nya kalo main itu kasih musuh yang seimbang dan tim yang seimbang jangan drak sistem terus montonnnnn, game sampah, sistem cacat",1
"Game kaga jelas,, buat para solo player game ini sangat ga adil,slalu di kasih dark sistem, ga dark sistem sinyal yg jelek, pokonya setiap main pasti ada jalan buat kalah ,, mending kalian main HOK aja, muak gw lama lama sama game yg aneh kaya gini, dark sistem mulu yg di kasih ga jls banget ngtt",1
"apalah ini game, bagi tim gak imbang,lawan susah , tim payah, jaringan stabil , tapi leg nya minta ampun pas main, seperti di sengaja biar stay di rank itu terus, bikin orang bosan, update hero juga konyol yang op di kasi tambah op, Main sekali kalah 3 kalah, terus menang 2 kali lgi, sama saja tidak dapat apa-apa",5
"game nya udah bagus, tapi tolong perbaiki. kenapa saya harus ketemu taem random yg drack sistem mulu. jadi kalah trus main nya. 4 kali main 1 kali menang 3 kali kalah. trus selalu ketemu lawan yg kuat mulu gak sesuai rank tolong moontonn...... capek saya kalah mulu padahal main udah serius....... ketemu team begooooo trusssss",4
Ini game emang bagus tapi knp pas aku main penuh dark sistem aku main di awal seasons ada tim yang nge trol aku main ada yang egois aku main lagi ada yang ambil lane ku aku ngalah malah dia nyalahin aku aku gara gara itu semua akhirnya aku pensi kalo aku nyaranin mending fitur seasons itu mending dibilangin karena saat aku main selalu kalangan legends pasti turun epic trs di tim musuh ada mantan glory atau trs ada masalah bug di gloo itu kan sudah di vix tapi knp title gloo aku juga hilang,1
"sekarang lebih berbeda, dan lebih keren, penyesuaian pertandingan yang seimbang dan banyaknya even menarik",5
"Saya sangat kecewa sama monoton padahal sinyal Wifi saya bagus, tapi pas di in game malah jadi merah dan sehabis saya maen dan kalah tidak mendapatkan star Protection padahal seharusnya kalau sinyal lag kita dapat, sedangkan saya tidak mendapatkan Saya harap monoton memperbaiki bug sinyal merah pas di in game Terima kasih🙏",1
"Apaan dah setiap hari nemu tim gak pande main,terus musuh nya pro,apaan kali nya montoon ini,aku kasih bintang 1 karna game nya ini tim nya sangat tidak berguna Saya ingin mencari tim yang benar"" ingin bermain dengan benar, saya sudah lama main ml tetapi saya tidak pernah naik ke glory,game ini sangat membuat saya stress.game itu untuk menghilangkan stress,tetapi mengapa game ini malah menambah stress saya?,dengar ya MONTOON player solo itu capek nemuin tim yang dark sistem nya banyak!.",1
"apakah hanabi lagi ada bug?, 2game pakai hanabi jaringan merah terus, trs di macth lain make hero lain enggak lag tolong di periksa ya, terimakasih",1
"Masalah jaringan plis lah, masa sosmed lancar giliran main di in game malah lag ga ngotak, selalu begitu udh pakai wifi pun ga guna, update dan skin tross, masalah jaringan ga di benahin, benhin dulu dah jaringan itu gimana mau nikmati game nya",1
"Game banyak buglah,ngasih tim gak seimbang lah,rosak rosak, nggak ada perubahan banget game Nye,jadul jadul, cobalah di perbarui sistem di gamenya, kek game baru aja banyak bug nya",1
saya berharap game ini baktrut karena game ini tidak adil pada saat bermain tim saya gak bisa main terus tim musuh bisa main dan menurut saya lebih baik HOK,1
"tolong untuk developer bikin game kalo kalah jangan dikurangi bintang nya cukup ga ditambah dan dikurangi kalo kalah, bayangin saya main jam 11 malam sampe jam 4 pagi cuma buat nurunin bintang nurunin wr doang, dapet capek nya doang, gini nih kalo game dikembangkan developer tapi gak di mainin developer, gabisa merasakan apa yang player rasakan ketika banyak kalah saat main berjam jam",1
"Terlalu banyak yang diubah, revamp yang berkedok nerf hero berdampak signifikan, sistem matchmaking serasa diabaikan karena saat saya main duo malah ketemu player ber 5(party) dan ini sangat tidak adil yang membuat mobile legend sekarang serasa hambar dan tidak seru. Revamp dan tambahkan secukupnya saja jangan merubah gameplay umum mobile legend menjadi sangat berubah karena banyak keluh kesah player yang semakin kesini mobile legend update nya makin tidak masuk akal dan susah dimengerti",1
"Setiap main di rank pasti ada dark sistem , kadang jaringan patah patah, tolong di fix ya montoon",5
"Anjng makin kesini makin banyak masalah dan bug, mulai dari perolehan kristal Magic Core didraw magic wheel yang gak sesuai dengan riwayat perolehan masa 200x spin 42 diantaranya dapat kristal magic Core kgk dihitung yang seharusnya saya udh dapet 210 malah masih 155 kalau gini terus player ya rugi banyak. Dan saya mau laporan itu ke layanan pelanggan ehhh malah cuma loading gk selesai "" ampe gua hapus data tetep aja gak bisa dibuka. Tolong benerin hal"" dasar nya dulu baru ngurusin event lainnya",1
setiap main ML selalu jaringan nya pink kuning jadi ngelag dan menggangu kenyamanan saat bermain padahal jaringan lancar,1
"Jadi gini bre,jangan lah kasih mlu dark sistem.gw udah lose trek berapa kali masa gw stack di legend,mana seson lagi.untuk sekali lagi jangan terlalu kasih dark sistem",1
"Mohon fitur role dirilis cepat, saya capek ketemu dark sistem sok Sokan pake role saya, direbut padahal saya duluan dan mainnya kayak Dark sistem, lalu kalau tim itu seimbang lah sama musuh, tim saya kurang bagus main tapi tim lain jago jago, terus masalah jaringan udah biasa emang spesialis jaringan burik ada di mobile legends, mungkin itu aja ya moga aja di baca dan langsung di-update, terima kasih....",2
"Lagi rank tbtb ping merah, padahal sinyal bagus bgt, relog gabisa masuk, stuck di loading screen mlu, udh hapus data ttp gabisa, solusi moonton, sayang bgt ada WDP 1 bulan blm diklaim 😅",1
gj sumpah gw padahal udah top up trs ada notif nya kalo pembayaran berhasil tapi pas di check ke game nya dm nya malah ga ada hadeh game lol,1
Game nya bagus tapi tolong sinyal nya di perbaiki Ama ngasih tim nya yang sama jago dong biar imbang selain itu harus di perbaiki juga bug bug nya kayak bug gloo vengeanc Ama bug sun refeteli tolong juga untuk di perbaiki efek skin Hero nya.,1
makin lama makin buruk. hiro lancelot kesukaan malah jalannya macam letoy. ultinya juga lambat respon. moonton makin gak becus,1
gw kasih reting 1 dulu dh mas nonton ini kenapa yah padhl sinyal bgs tiba tiba ngelag trs juga tiba tiba ngefrez tolong dong di perbaiki gamenya developer atau bikin aja mobile lejends lite toh palingan -cumn gak keliatan skin gak papa dh kalo kaga keliatan skinnya yang penting bisa main tolong yah di baca mas monton dan developer nya sekalian dan terima kasih,1
"monoton tolong belakangan ini mobile legend saya sering eror entah keluar sendiri lah tiba"" lag saya sangat kecewa dikarenakan mobile legend tidak seperti dulu",2
Game ini sngat tidak jelas padahal sinyal saya ini bagus tapi kok ngeleg yg pas kg war kg ngelag giliran ada war ngelag game ini harus di benerin dlu bang,1
Tolong diperbaiki yah kadang kadang gua main jaringan ping udah naik lagi dan saya gk paling suka dari game ini ping dan grafik nya saya dulu emang suka main tapi saya udah malas sama ml ini buat saya kesal tapi gpp lah semoga udah di perbaiki yah terimakasi 🙏,3
"Alasan saya ngasih bintang 2 di geme ml ini, karna saya setiap hari dapat musuh sulit dan selalu kalah, saya sangat kesal atas kejadian ini, saya kecewa sama geme Mobile Legends ini ,saya minta kasih musuh yang setara!!! Semoga bisa di perbaiki!!",2
"Pengalaman game matching paling buruk.....settingan troll ga ada obat...yg blm download mending ga usah aja .,.recomend game lain sih.....nyesel doank..,lag njir ga jelas bgt sih. Top up diamond seperti penipuan...ga bakalan dapat skin. Banyak yg pake mod cheat jadi ga seru...kalo mau main mending pake cheat. Tambah lagi kok bisa 1 tim mage murni ada 2 player apa system troll?",1
"Match nya ga seimbang dapat tim tolol semua, tolong diperbaiki utama kan match nya masa dari dulu gitu gitu aja ,kalo udh epic lagi mulai lah bikin para player meriang ,tolong lah di permudah kan game nya jangan sampai merusak mental orang karena game ini, sama penyimpan data nya juga semakin tidak ngotak makin ber giga giga,",3
"game aneh suka kalah dapat tim ga jelas,naik turun suka gendong,publik bangke gabisa main, tolong lah monton kalo ngasih tim yang bener capek dari malam sampe pagi gak ada hasil,mata gw ngantuk demi imo, tolonglah monton kasih ulasan ke tim nya",1
"Game nya bagus cuma pengalaman saya tadi malam bermain kurang memuaskan, karena adanya bug berupa delay dari skil hero, mohon diperbaiki ini sangat meresahkan sekali, saya tidak bisa mencet retri saat kontes kusabab delay, Player lawan juga merasakan hal yang sama, mohon untuk di perbaiki bug/cheater delay ini🙏sekian dari saya gamenya sudah bagus cuma perlu di perbaiki bagian delay nya saja, ada yang bilang itu servernya sedang error makanya delay.",5
"game tidak adill!!!, dapet tim selalu jelek mulu, lawannya glory-imortal, sedangkan tim honor kebawah, game tidak adil, ketemunya player darksistem sekua, dan kenapa player tetsebut (darksistem/troll) hanya diberi pelanggaran kecil, tidak menyenangkan!!, tidak adil, saya mendapat tim merugikan jika bermain pada mode rank, tolong dibenarkan, jika tidak nilai komen saya tidak saya ubah!!!",1
"akhir² ini sering ngelag gajelas,banyak orang² main sering ngelag di kira masalah sinyal tapi pas di cek sinyal bagus,ada apa moonton please di update lagi masalah jaringan!!",2
baguss bgt game nyaa tapi tolong dikurangin bug nya yaa tapi bug nya kok enak yak soalnya bug nya itu pas aku ngelawan musuh itu tiba tiba layarnya kek eror gtu trus menang 🙂 tapi ya bug nya agak enak sih 😭😭 jadi aku nilai 10/10 tolong bug nya diilangin yaa kecuali bug yg aku critain ☺,1
Game paling gak jelas yang gua pernah mainin!!!karna dapet tim gajelas gua juga pernah dapet tim gm padahal gua udah legend Terus gua juga sering ketemu player yang banyak omong tapi dapet coklat terus sering ketemu bug yang ngeselin banget padahal gua udah pick hero kesukaan gua eh malah ke ganti sendiri Tolong di perbaiki bug nya ya muntun !!!!!!,1
Game nya bagus tapi mohon hilangkan dark system dan 2. Knp saat sinyal saya hijau analognya ngga bisa di gerakin wifinya ngleg banget Wifinya masih hijau ngga bisa apa apa,2
"makin hari sinyal makin buruk, berat, fps gk stabil...dan yg paling buruk kalo main solo dapet tim aneh banget, sering banyak diem pas main, skill kek bot, ..gw dimythic mvp kalah terus2an..gk ngotak dark sistem nya..game gk adil soal matchmaking .",1
"tolong untuk developer perbaiki sistem matching nyaaa, karnaa kebanyakannn palyer mendapatkan tim yang sangat jauh berbeda tingkat nyaa dengan lawan dan itu sangat merugikan.",2
"gasuka bgt.. jaringan udah bagus tp di pertandingan tetep ae merah, mau masuk masuk ke pertandingan eh kembali ke loby pdhl jaringannya udah bener² bagus.. itu penyebabnya sy afk terus gabisa main rank.. jadi kesel.. perbaiki lagi!!",1
"Game seru, tapi kekurangannya jaringan lag musuh kadang lebih jago kalo spin atau gacha gak beruntung terus, selain itu game ini bagus banget kalo dapet musuh susah kaya menantang tapi ngeselin kalo musuh mudah gak menantang tapi seneng bngt karena bisa menang efek dari skin juga bagus bagus! tingkatin lagi aja bagi bagi skin nya🗿🙏🏻 sekian terima kasih🗿👊🏻🙏🏻",4
"sinyal sering bermasalah, kadang terputus dari server gimana ini moontoon, kok semakin menurun performanya, herman gw",3
"Keseimbangan hero harus sama keras nya, baik di roll mana pun..agar semua hero bisa dimainkan di setiap game klasik. rink, dan lain nya. Setiap komentar player, cobak di gubris moonton.. jangan drack, losh, terus, sinyal, dan segala macam.. lantas player omong kasar lu mute, dan sebagai nya.. ml ini game hebat, tapi sistem nya kurang hebat.. jangan diamond aja yg dijual, skin dan sebagi nya.. perhatikan keluhan player.. paham ga...!!!!",2
"pemainnya gak jelas semua, katanya diseimbangkan kok saya malah dapat tim bot Mulu. tolonglah di seimbangkan, sampai saya stres main rank karena losestreak berkali kali. berharap pengem mythic malah turun terus. pesan saya tolong di seimbangkan aja",1
"Pls lah montoon tolong perbaiki sistem timnya misal musuh jago jago semua tim saya bot tolong seimbangin kalo gini terus semoga player ml pindah ke FREEFIRE ATAU HONOR OF KINGS dan masalah jaringan juga sinyal saya bagus tapi pas main malah lag kadang dikira AFK (game sampah,system cacat)perbaiki ya montoon supaya rame Ya allah semoga ml jadi sepi amiin",1
woy lah moonton saya bermain game ini dulunya gak gini saya di laporin tidak berkontribusi oleh tim saya padahal saya mvp terus kil 15 ke atas asist juga ada demeg turet ada kenapa saya di kasih hukuman di kurangi kredit score nyampe -10 di situ padahal tim saya yang mainya aneh dan ternyata game nya pun aneh,2
"Lu kalo ngasih team yang bener dikit kocak Capek tau losestreak mulu. Yah kalo lu mau ngasih team gaje, samain lah ke team musuh. Ini team jumpa aneh mulu tp musuhnya gk ngotak. Gw capek, Tp lucunya itu gw tetap main:). Dan 1 lagi, jaringan lu itu perbaikilah Tiap main ms di atas 90 kadang loncat ke 200 Padahal buka aplikasi lain normal"" aja Cuma di lu doang jaringan jelek😠. Sekian terima gaji.",1
"Woy gimana ini jaringannya leg mulu setiap main di ranked lelah gue kalo gini terus njiirr,tolong lah di perbaiki,memang gue main dari awal adanya game ini semakin oke dari segi grafiknya tapi masalah jaringan semakin ke sini semakin jelek",4
"kecewa bgt asli, aku punya card starlight biasa sama card starlight premium, pertama aku buka starlight pake card yang biasa trus aku mau upgrade ke premium, aku pake lah itu card premiumnya, tapi ga ada perubahan, aku juga ga dapat semua fitur starlight premiumnya. sedih sih asli, dikira beli card premium pake daun kali ya, tolong di benerin dong kalo error, whats wrong with ur game montoon??? sehat sehat ya kalian semua, love u 🙃",1
Game nya seru banget tapi MLBB sekarang sinyal nya jelekk bgt patah2 bikin emosi jja coba tolong min sinyal nya di perbaiki lagi biar enak main nya .kalo kaya gini trus bisa bisa saya apus game MLBB ini ? Tolong min di perbaiki lagi,3
game membuat saya stress banyak drak system yang membuat saya ls terus menerus kalo mau berkembang minimal kurangi drak system lah moonton,1
